,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
345,5f3ba61f3fd5b671b22011b9,www.walmart.com,c12wp,/,/,/,colemanwaterproofc12wp,4,,5.08,7.62,453.592,/,coleman
346,5f3ba61f3fd5b671b22011ca,www.walmart.com,d7100,/,/,/,nikonslrd7100,,,10.668000000000001,7.62,13598.68816,/,nikon
347,5f3ba61f3fd5b671b22011d6,www.walmart.com,d3100,/,/,/,nikond3100,,,18.541999999999998,20.6502,1632.9312,/,nikon
348,5f3ba61f3fd5b671b22011e0,www.walmart.com,"ecst71tzbpbpa\,st71tzbpbpa",/,/,/,samsungecst71tzbpbpa,,5.0,1.6764000000000001,5.5626,231.33192,/,samsung
349,5f3ba61f3fd5b671b22011e6,www.walmart.com,s30hdz,/,/,/,bellhowells30hdz,4,5.0,7.62,2.54,453.592,/,bell
350,5f3ba61f3fd5b671b22011f3,www.walmart.com,ax655,/,/,/,fujifilmax655,,5.0,2.032,5.588000000000001,498.95120000000003,/,fujifilm
351,5f3ba61f3fd5b671b2201209,www.walmart.com,x450,/,/,/,gepowerprox450,,25.0,7.8740000000000006,7.111999999999999,907.184,/,ge
352,5f3ba61f3fd5b671b2201222,www.walmart.com,"p600\,26462",/,/,/,nikoncoolpixp600,4,60.0,8.509,10.642600000000002,1088.6208,/,nikon
353,5f3ba61f3fd5b671b2201243,www.walmart.com,"s1\,nikon1 s1\,nikon1s1",/,/,/,nikon1s1,,,6.0451999999999995,2.8701999999999996,2404.0375999999997,/,nikon
354,5f3ba61f3fd5b671b2201244,www.walmart.com,"p7800\,26427",/,/,/,nikoncoolpixp7800,4,7.1,11.938,7.8740000000000006,6599.7636,/,nikon
355,5f3ba61f3fd5b671b2201252,www.walmart.com,"wb350f\,wb350fbpnus",/,/,/,samsungwb350f,5,21.0,6.502400000000001,2.4892,907.184,/,samsung
356,5f3ba61f3fd5b671b2201257,www.walmart.com,"sl1\,8575b003",/,/,/,canoneosrebelsl1,,,16.6116,13.7922,1882.4068000000002,/,canon
357,5f3ba61f3fd5b671b220125f,www.walmart.com,"d610\,13306",/,/,/,nikond610,,,14.223999999999998,8.128,566.99,/,nikon
358,5f3ba61f3fd5b671b2201264,www.walmart.com,"k3\,15530",/,/,/,pentaxk3,,,13.1318,10.0076,1619.32344,/,pentax
359,5f3ba61f3fd5b671b2201268,www.walmart.com,"6d\,8035b002",/,/,/,canoneos6d,,,18.288,15.087600000000002,1678.2904,/,canon
360,5f3ba61f3fd5b671b2201271,www.walmart.com,"sh1\,v107080bu000",/,/,/,olympussh1,4,24.0,13.97,7.8740000000000006,544.3104,/,olympus
2113,5f3ba61f3fd5b671b22011b1,www.walmart.com,"l27\,26399",/,/,/,nikoncoolpixl27,4,5.0,6.096,3.048,408.2328,/,nikon
2115,5f3ba61f3fd5b671b22011cc,www.walmart.com,7d,/,/,/,canoneos7d,,4.0,14.732,11.176000000000002,1927.7659999999998,/,canon
2116,5f3ba61f3fd5b671b22011e5,www.walmart.com,dsctx200v,/,/,/,sonydsctx200v,,5.0,6.0325,1.667002,326.58624,/,sony
2117,5f3ba61f3fd5b671b2201204,www.walmart.com,2v7wp,/,/,/,colemanduo2v7wp,3,,7.62,5.08,453.592,/,coleman
2118,5f3ba61f3fd5b671b220120d,www.walmart.com,"sx510\,8409b001",/,/,/,canonpowershotsx510,4,30.0,10.414,6.8580000000000005,635.0287999999999,/,canon
2119,5f3ba61f3fd5b671b2201210,www.walmart.com,"gc200\,gc200zwaxar",/,/,/,samsunggalaxy2withopticalzoomgc200,,21.0,7.111999999999999,1.905,653.17248,/,samsung
2120,5f3ba61f3fd5b671b220122d,www.walmart.com,"vf128pnk\,vf128",/,/,/,vivitarvf128pnk,4,,3.81,22.86,272.1552,/,vivitar
2121,5f3ba61f3fd5b671b2201230,www.walmart.com,"howell\,wp7",/,/,/,bellhowell,8,,15.24,7.62,453.592,/,bell
2122,5f3ba61f3fd5b671b2201245,www.walmart.com,"a3000\,ilce3000k b\,ilce3000\,ilce3000kb\,ilce3000k",/,/,/,sonyalphaa3000,4,3.0,8.4582,9.2075,1088.6208,/,sony
2124,5f3ba61f3fd5b671b2201251,www.walmart.com,"so1\,mini",/,/,/,nikoncoolpixso1,4,3.0,7.8740000000000006,5.3340000000000005,2698.8724,/,nikon
2126,5f3ba61f3fd5b671b220125c,www.walmart.com,"vx137blk\,vx137",/,/,/,vivitarvx137blk,4,,5.08,22.86,340.19399999999996,/,vivitar
2127,5f3ba61f3fd5b671b2201265,www.walmart.com,"s9700\,26469",/,/,/,nikoncoolpixs9700,4,30.0,6.3754,3.5559999999999996,657.7084,/,nikon
2128,5f3ba61f3fd5b671b2201266,www.walmart.com,sl25,/,/,/,kodakpixprosl25,,,7.111999999999999,5.842,185.97271999999998,/,kodak
2129,5f3ba61f3fd5b671b220126f,www.walmart.com,"dschx300\,dschx300 b\,dschx300b",/,/,/,sonydschx300,,50.0,10.4648,9.525,952.5432,/,sony
2130,5f3ba61f3fd5b671b2201272,www.walmart.com,"sx600\,9340b001",/,/,/,canonpowershotsx600,4,18.0,10.414,6.096,272.1552,/,canon
3912,5f3ba61f3fd5b671b22011c6,www.walmart.com,"jx660\,16291015",/,/,/,fujifilmfinepixjx660,7,5.0,13.97,5.08,362.8736,/,fujifilm
3914,5f3ba61f3fd5b671b22011e4,www.walmart.com,"sx160\,6354b001",/,/,/,canonpowershotsx160,4,16.0,13.7922,7.2898000000000005,498.95120000000003,/,canon
3915,5f3ba61f3fd5b671b22011f2,www.walmart.com,"a5000\,ilce5000l b\,ilce5000\,ilce5000lb\,ilce5000l",/,/,/,sonyalphaa5000,4,3.0,3.6576,6.35,680.3879999999999,/,sony
3916,5f3ba61f3fd5b671b22011f9,www.walmart.com,"d5300\,1524",/,/,/,nikond5300,,3.0,12.4968,9.906,1632.9312,/,nikon
3918,5f3ba61f3fd5b671b22011ff,www.walmart.com,"j1\,j1 r10 30\,j1r1030",/,/,/,nikon1j1,,3.0,6.096,6.35,884.5043999999999,/,nikon
3919,5f3ba61f3fd5b671b2201214,www.walmart.com,sl25,/,/,/,kodakpixprosl25,,,7.111999999999999,5.842,185.97271999999998,/,kodak
3921,5f3ba61f3fd5b671b2201226,www.walmart.com,vt027,/,/,/,vivitarvt027,4,,17.78,4.445,285.76295999999996,/,vivitar
3922,5f3ba61f3fd5b671b2201232,www.walmart.com,s1000,/,/,/,ionamericacoolicams1000,,,1.27,6.35,,/,ion
3923,5f3ba61f3fd5b671b2201239,www.walmart.com,"d5200\,d5200 w18 55\,d5200w1855",/,/,/,nikond5200,,,9.906,7.8740000000000006,1769.0087999999998,/,nikon
3924,5f3ba61f3fd5b671b2201253,www.walmart.com,"rx100\,dscrx100m2 b\,dscrx100m2b\,dscrx100m2",/,/,/,sonycybershotrx100,14,3.6,3.81,5.7912,612.3492,/,sony
3926,5f3ba61f3fd5b671b220126e,www.walmart.com,"aw120\,26467",/,/,/,nikoncoolpixaw120,4,5.0,6.604,2.54,3016.3868,/,nikon
5656,5f3ba61f3fd5b671b22011b8,www.walmart.com,"em5\,v204040bu000",/,/,/,olympusomdem5,,,24.003,9.906,1274.59352,/,olympus
5657,5f3ba61f3fd5b671b22011bd,www.walmart.com,"coolpix\,a",/,/,/,nikoncoolpixa,,1.0,6.4262,4.038600000000001,884.5043999999999,/,nikon
5658,5f3ba61f3fd5b671b22011c5,www.walmart.com,"60d\,60d 18 135\,60d18135",/,/,/,canoneos60d,,,10.16,7.62,2313.3192,/,canon
5660,5f3ba61f3fd5b671b22011e8,www.walmart.com,"70d\,8469b009l25akit",/,/,/,canoneos70d,,,9.1694,24.384,3628.736,/,canon
5661,5f3ba61f3fd5b671b22011e9,www.walmart.com,"t3i\,5169b003aa",/,/,/,canoneosrebelt3i,,,9.906,7.8740000000000006,1859.7271999999998,/,canon
5662,5f3ba61f3fd5b671b22011f6,www.walmart.com,"ffz151\,fz151",/,/,/,kodakffz151,6,15.0,2.286,5.638800000000001,430.9124,/,kodak
5663,5f3ba61f3fd5b671b220122e,www.walmart.com,az521,/,/,/,kodakaz521,4,52.0,14.478000000000002,10.414,680.3879999999999,/,kodak
5664,5f3ba61f3fd5b671b2201235,www.walmart.com,"1a\,v109010bu000",/,/,/,olympusstylus1a,,10.7,8.382,15.290799999999999,907.184,/,olympus
5665,5f3ba61f3fd5b671b2201238,www.walmart.com,"dscw830\,w830 b\,w830b\,w830",/,/,/,sonydscw830,32,8.0,5.3848,2.3114,249.47560000000001,/,sony
5666,5f3ba61f3fd5b671b220123e,www.walmart.com,"x2600ep\,x2600 b\,x2600b\,x2600",/,/,/,gepowerproseriesx2600ep,5,26.0,12.7,7.62,771.1064,/,ge
5667,5f3ba61f3fd5b671b2201240,www.walmart.com,"p530\,26464",/,/,/,nikoncoolpixp530,4,42.0,8.4074,9.8044,7107.786639999999,/,nikon
5668,5f3ba61f3fd5b671b220124f,www.walmart.com,"t3\,5157b002aa",/,/,/,canondslreosrebelt3,,,9.906,7.8740000000000006,1496.8536,/,canon
5670,5f3ba61f3fd5b671b220126d,www.walmart.com,"a2500\,8253b001",/,/,/,canonpowershota2500,4,5.0,12.192,5.588000000000001,272.1552,/,canon
7386,5f3ba61f3fd5b671b22011ce,www.walmart.com,"dmcgf3\,dmcgf3xt",/,/,/,panasoniclumixdmcgf3,2,3.0,14.478000000000002,10.921999999999999,952.5432,/,panasonic
7387,5f3ba61f3fd5b671b22011d1,www.walmart.com,s16,/,/,/,bellhowells16,8,,7.62,2.54,453.592,/,bell
